,id,city_state,name,address,current_opening_hours,business_status,latitude,longitude,weekday_text,viewport,tipologia,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,ChIJS5S7vE13GZURUQ-kdB8a5_U,Porto Alegre/RS,Uniair Táxi Aéreo e Transporte Aeromédico,"Av. Sertório, 1988 - Navegantes, Porto Alegre",True,OPERATIONAL,-30.0033143,-51.18501639999999,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -30.00195982010728, 'lng': -51.18366607010729}, 'southwest': {'lat': -30.00465947989272, 'lng': -51.18636572989273}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
1,ChIJu0jdIwB6GZURzDFrDWXckR4,Porto Alegre/RS,Líder Aviação - Aeroporto Internacional Salgado Filho,"Porto Alegre–Salgado Filho Int'l Airport - Av. Sertório, 1988 - Anchieta, Porto Alegre",True,OPERATIONAL,-30.0023643,-51.1848177,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20095:00\u202fPM']","{'northeast': {'lat': -30.00093762010728, 'lng': -51.18344777010727}, 'southwest': {'lat': -30.00363727989272, 'lng': -51.18614742989272}}",aeroporto,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00
2,ChIJj8HV7vF5GZURnHmwycIrQCQ,Porto Alegre/RS,Hotel Intercity Aeroporto Porto Alegre,"R. Prof. Sarmento Barata, 360 - Navegantes, Porto Alegre",True,OPERATIONAL,-29.9978288,-51.1944316,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -29.99648432010728, 'lng': -51.19291682010728}, 'southwest': {'lat': -29.99918397989272, 'lng': -51.19561647989272}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
3,ChIJQ6X8TvB5GZURzFPO2oLj6Mw,Porto Alegre/RS,Hotel Express Aeroporto,"Av. Farrapos, 4655 - Navegantes, Porto Alegre",True,OPERATIONAL,-29.9973779,-51.1920978,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -29.99599422010727, 'lng': -51.19066282010727}, 'southwest': {'lat': -29.99869387989272, 'lng': -51.19336247989271}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
4,ChIJb4ivS-V5GZUR0Kkf5J9poiY,Porto Alegre/RS,Posto Shell,"Rua Edu Chaves, 120 - São João, Porto Alegre",True,OPERATIONAL,-29.9973536,-51.1880348,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -29.99605272010728, 'lng': -51.18697622010728}, 'southwest': {'lat': -29.99875237989273, 'lng': -51.18967587989272}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
5,ChIJnzWK_Fp3GZURj1PdYEehmck,Porto Alegre/RS,Porto Alegre–Salgado Filho International Airport,"Av. Severo Dullius, 90.010 - Anchieta, Porto Alegre",True,OPERATIONAL,-29.9949419,-51.17632889999999,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -29.98056875, 'lng': -51.17283755}, 'southwest': {'lat': -29.99973294999999, 'lng': -51.18680295}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
6,ChIJB2mWEf95GZUR69AXVyHUTzU,Porto Alegre/RS,Aeroporto,"Av. dos Estados, 1380 - Anchieta, Porto Alegre",Indisponível,OPERATIONAL,-29.9876845,-51.1831675,Não disponível,"{'northeast': {'lat': -29.98646547010728, 'lng': -51.18160512010727}, 'southwest': {'lat': -29.98916512989273, 'lng': -51.18430477989271}}",aeroporto,,,,,,,
7,ChIJt6UucAd5GZUR0x94GSE0pXU,Porto Alegre/RS,Aeromóvel - Estação Aeroporto Trensurb,"Humaitá, Porto Alegre",Indisponível,OPERATIONAL,-29.987446,-51.1827815,Não disponível,"{'northeast': {'lat': -29.98561902010728, 'lng': -51.18104187010727}, 'southwest': {'lat': -29.98831867989272, 'lng': -51.18374152989272}}",aeroporto,,,,,,,
8,ChIJT95oDv95GZURy-rMeE_T4iA,Porto Alegre/RS,Av. Dos Estados - Estação Aeroporto,"Humaitá, Porto Alegre",Indisponível,OPERATIONAL,-29.9875,-51.18261,Não disponível,"{'northeast': {'lat': -29.98561432010728, 'lng': -51.18102742010727}, 'southwest': {'lat': -29.98831397989272, 'lng': -51.18372707989272}}",aeroporto,,,,,,,
9,ChIJ21Zc8eJ3GZURZLqg8F8zktQ,Porto Alegre/RS,TAP Air Portugal,"Av. Severo Dullius, 90 - 010, Porto Alegre",False,OPERATIONAL,-29.9901314,-51.1771451,"['Monday: Closed', 'Tuesday: 2:10\u2009–\u20097:50\u202fPM', 'Wednesday: 2:10\u2009–\u20097:50\u202fPM', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 2:10\u2009–\u20097:50\u202fPM', 'Sunday: 2:10\u2009–\u20097:50\u202fPM']","{'northeast': {'lat': -29.98858817010727, 'lng': -51.17617382010727}, 'southwest': {'lat': -29.99128782989272, 'lng': -51.17887347989272}}",aeroporto,,14:10 - 19:50,14:10 - 19:50,,,14:10 - 19:50,14:10 - 19:50
10,ChIJXy_pXVZ3GZURCuS1PEej_OM,Porto Alegre/RS,Gol Linhas Aéreas,"Av. Severo Dullius, 90010 - Anchieta, Porto Alegre",True,OPERATIONAL,-29.9900009,-51.1771606,"['Monday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u202fAM\u2009–\u200910:00\u202fPM']","{'northeast': {'lat': -29.98852292010728, 'lng': -51.17618157010727}, 'southwest': {'lat': -29.99122257989272, 'lng': -51.17888122989272}}",aeroporto,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00
11,ChIJL5M70FZ3GZURO9RoxqbGBu8,Porto Alegre/RS,Aeromóvel - Aeroporto,"R. Interna do Aeroporto Salgado Filho, 2031 - São João, Porto Alegre",True,OPERATIONAL,-29.9899853,-51.176142,"['Monday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 5:00\u202fAM\u2009–\u200911:00\u202fPM']","{'northeast': {'lat': -29.98858082010727, 'lng': -51.17479147010728}, 'southwest': {'lat': -29.99128047989272, 'lng': -51.17749112989272}}",aeroporto,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00
12,ChIJ_cGFr9R5GZURMJTZc4j4Tzc,Porto Alegre/RS,VE PARK ESTACIONAMENTO AEROPORTO,"Av. Severo Dullius, 2125 - São João, Porto Alegre",True,OPERATIONAL,-29.98737109999999,-51.1803463,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -29.98599177010727, 'lng': -51.17896587010728}, 'southwest': {'lat': -29.98869142989271, 'lng': -51.18166552989272}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
13,ChIJAdpCQFB3GZURhsjaYr3_t1g,Porto Alegre/RS,Gollog Porto Alegre Aeroporto,"Terminal 1 - Av. Severo Dullius, 90010 - São João, Porto Alegre",True,OPERATIONAL,-29.9905987,-51.1719502,"['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 12:00\u2009–\u20094:00\u202fPM', 'Sunday: Closed']","{'northeast': {'lat': -29.98880602010727, 'lng': -51.17060072010728}, 'southwest': {'lat': -29.99150567989272, 'lng': -51.17330037989273}}",aeroporto,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,12:00 - 16:00,
14,ChIJ50n0l7t3GZURDgAIRqqDlgE,Porto Alegre/RS,Estapar Estacionamentos Off Site Aeroporto Salgado Filho (POA),"Av. dos Estados, 747 - Anchieta, Porto Alegre",True,OPERATIONAL,-29.9871667,-51.174936,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -29.98581747010727, 'lng': -51.17356982010728}, 'southwest': {'lat': -29.98851712989272, 'lng': -51.17626947989272}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
15,ChIJH8CACVR3GZURxFS_fRjSI5k,Porto Alegre/RS,Estapar Aeroporto Porto Alegre - Terreno Offsite,"Av. Severo Dullius, 1905 - Anchieta, Porto Alegre",True,OPERATIONAL,-29.9870304,-51.1744105,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -29.98574032010728, 'lng': -51.17331467010728}, 'southwest': {'lat': -29.98843997989272, 'lng': -51.17601432989272}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
16,ChIJsfbuHFd3GZURok7lOX-bXkw,Porto Alegre/RS,Unidas,"Av. Severo Dullius, 1485 - Anchieta, Porto Alegre",True,OPERATIONAL,-29.9876996,-51.1729929,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -29.98638922010728, 'lng': -51.17163412010728}, 'southwest': {'lat': -29.98908887989272, 'lng': -51.17433377989272}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
17,ChIJtTsMWgB3GZURFf-2o4JlQ4I,Porto Alegre/RS,Aeroporto Internacional Salgado Filho,"Av. Severo Dullius, 1485 - Anchieta, Porto Alegre",Indisponível,OPERATIONAL,-29.9875542,-51.1729588,Não disponível,"{'northeast': {'lat': -29.98631102010728, 'lng': -51.17158482010728}, 'southwest': {'lat': -29.98901067989273, 'lng': -51.17428447989273}}",aeroporto,,,,,,,
18,ChIJIw329TN5GZURZOxQLnWKbH8,Porto Alegre/RS,Sede Administrativa Fraport Brasil,"Av. Severo Dullius, 1244 - São João, Porto Alegre",Indisponível,OPERATIONAL,-29.9898852,-51.1691921,Não disponível,"{'northeast': {'lat': -29.98824712010727, 'lng': -51.16782987010728}, 'southwest': {'lat': -29.99094677989272, 'lng': -51.17052952989272}}",aeroporto,,,,,,,
19,ChIJRewdHv55GZURIZX0LBzwZ3s,Porto Alegre/RS,TECA - Salgado Filho Airport Cargo Terminal,"Av. Severo Dullius, 800 - Anchieta, Porto Alegre",True,OPERATIONAL,-29.9894663,-51.16251399999999,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -29.9872082, 'lng': -51.16140327010728}, 'southwest': {'lat': -29.990219, 'lng': -51.16410292989273}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
20,ChIJFZrQ9nM0O5MRAYO3SmXNadM,Palmas/TO,INFRAERO-Empresa Brasileira de Infra-Estrutura Aeroportuária-Área Comercial,Avenida José Wilson S Campos - s/n,Indisponível,OPERATIONAL,-10.249091,-48.32428580000001,Não disponível,"{'northeast': {'lat': -10.24787547010728, 'lng': -48.32298757010728}, 'southwest': {'lat': -10.25057512989272, 'lng': -48.32568722989272}}",aeroporto,,,,,,,
21,ChIJM46pFyTPJJMRbHy2Y23PzeM,Palmas/TO,Pista Aeromodelismo,Q. 612 Norte Rodovia To 50 - Palmas,Indisponível,OPERATIONAL,-10.08545,-48.30519950000001,Não disponível,"{'northeast': {'lat': -10.08426527010728, 'lng': -48.30428417010728}, 'southwest': {'lat': -10.08696492989272, 'lng': -48.30698382989273}}",aeroporto,,,,,,,
22,ChIJM4U4YFY0O5MRhkvw25GO_6g,Palmas/TO,Aeroporto Brigadeiro Lysias Rodrigues,"Avenida Joaquim Teotônio Segurado, s/n - Plano Diretor Expansão Sul, Palmas",Indisponível,OPERATIONAL,-10.2956593,-48.3581083,Não disponível,"{'northeast': {'lat': -10.29428762010728, 'lng': -48.35675732010727}, 'southwest': {'lat': -10.29698727989272, 'lng': -48.35945697989271}}",aeroporto,,,,,,,
23,ChIJF0-Kq347WpMRSNbssOgfrJk,Brasília/DF,Runway Solutions,"Ed. Executive Office Tower - SHN, Qd 2, Bl. F, Salas 1616/1617 - Asa Norte, Brasília",False,OPERATIONAL,-15.7900028,-47.8872739,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -15.78860412010728, 'lng': -47.88582372010728}, 'southwest': {'lat': -15.79130377989272, 'lng': -47.88852337989272}}",aeroporto,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 17:00,,
24,ChIJ6y2dkY86WpMR8yjDsn4fYkg,Brasília/DF,LedsAirports,"Edifício Serra Dourada - Brasília, DF, SCS Q. 2 - Asa Sul, Brasília",False,OPERATIONAL,-15.7989504,-47.8873842,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -15.79763747010728, 'lng': -47.88591097010728}, 'southwest': {'lat': -15.80033712989272, 'lng': -47.88861062989272}}",aeroporto,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,,
25,ChIJC1m8vfo5WpMR4JAKVy2eDRs,Brasília/DF,311 AIRPORTS CONSULTING,"Q. 6 - Asa Sul, Brasília",False,OPERATIONAL,-15.7931862,-47.8929081,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -15.79185567010728, 'lng': -47.89148872010727}, 'southwest': {'lat': -15.79455532989272, 'lng': -47.89418837989272}}",aeroporto,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,,
26,ChIJQyttu4IlWpMRUIfuMAnj674,Brasília/DF,Aeroporto Internacional de Brasília Presidente Juscelino Kubitschek,"Lago Sul, Brasília",False,OPERATIONAL,-15.8706905,-47.9193484,"['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 2:00\u2009–\u20098:00\u202fPM']","{'northeast': {'lat': -15.86920832010728, 'lng': -47.91649390000001}, 'southwest': {'lat': -15.87190797989273, 'lng': -47.9279119}}",aeroporto,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,14:00 - 20:00
27,ChIJf52J930vWpMRnYrE0TJvCDo,Brasília/DF,Aeroporto Internacional de Brasília - Acesso ao Terminal de Passageiros,"Lago Sul, Brasília",Indisponível,OPERATIONAL,-15.86956,-47.92195,Não disponível,"{'northeast': {'lat': -15.86821082010728, 'lng': -47.92061082010727}, 'southwest': {'lat': -15.87091047989272, 'lng': -47.92331047989271}}",aeroporto,,,,,,,
28,ChIJRdH4EGYlWpMR_ts3fnHD04M,Brasília/DF,Aptk Brasília,"Píer Norte, nº 1195 - Presidente Juscelino Kubitschek, S/Nº - CEP 71.608-900 - Lago Sul, Brasília",Indisponível,OPERATIONAL,-15.8704526,-47.9200482,Não disponível,"{'northeast': {'lat': -15.86910277010728, 'lng': -47.91869837010727}, 'southwest': {'lat': -15.87180242989272, 'lng': -47.92139802989272}}",aeroporto,,,,,,,
29,ChIJNcp2ZwwvWpMRrXGZmh4TkHY,Brasília/DF,Hangares Aeroporto BSB,"Aeroporto JK, 20 - Lago Sul, Brasília",True,OPERATIONAL,-15.8696223,-47.9303043,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -15.86833422010728, 'lng': -47.92894972010728}, 'southwest': {'lat': -15.87103387989272, 'lng': -47.93164937989273}}",aeroporto,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
30,ChIJpTohw3kvWpMRZdRctp5xdu0,Brasília/DF,Terminal 2 Aeroporto Internacional de Brasília,"EPAR - Lago Sul, Brasília",Indisponível,OPERATIONAL,-15.8697867,-47.931036,Não disponível,"{'northeast': {'lat': -15.86849957010728, 'lng': -47.92968172010728}, 'southwest': {'lat': -15.87119922989272, 'lng': -47.93238137989272}}",aeroporto,,,,,,,
31,ChIJO7zQpiz2zpQRYbwRxmJX4EA,Brasília/DF,Brazilian Airport Infrastructure Company - INFRAERO,"Setor de Concessionárias e Locadoras 5 Edifício Sede Aeroporto - Asa Sul, Brasília",Indisponível,OPERATIONAL,-15.8711524,-47.93068299999999,Não disponível,"{'northeast': {'lat': -15.86962462010728, 'lng': -47.92939777010728}, 'southwest': {'lat': -15.87232427989272, 'lng': -47.93209742989272}}",aeroporto,,,,,,,
32,ChIJCydVxWszWpMRps9dwZzvNT0,Brasília/DF,Batalhão de Aviação Operacional - PMDF,"Guará II AE 10 - Guará, Brasília",Indisponível,OPERATIONAL,-15.8427813,-47.9648073,Não disponível,"{'northeast': {'lat': -15.84134337010728, 'lng': -47.96346277010727}, 'southwest': {'lat': -15.84404302989272, 'lng': -47.96616242989272}}",aeroporto,,,,,,,
33,ChIJ4Z6fIXj1WZMRzDidHSw1Suc,Brasília/DF,Botelho Aerodrome SIQE,"BR-251, km 31 - São Sebastião, Brasília",False,OPERATIONAL,-15.9394078,-47.7254302,"['Monday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20096:00\u202fPM']","{'northeast': {'lat': -15.93797737010728, 'lng': -47.72425427010727}, 'southwest': {'lat': -15.94067702989272, 'lng': -47.72695392989272}}",aeroporto,06:00 - 18:00,06:00 - 18:00,06:00 - 18:00,06:00 - 18:00,06:00 - 18:00,06:00 - 18:00,06:00 - 18:00
34,ChIJkTIFJk7xXpMRexy5pA5TP5o,Goiânia/GO,Heliponto - Gabinete Militar - SWGB,"R. 82, 400 - St. Central, Goiânia",Indisponível,OPERATIONAL,-16.681908,-49.2559311,Não disponível,"{'northeast': {'lat': -16.68048867010728, 'lng': -49.25459657010728}, 'southwest': {'lat': -16.68318832989272, 'lng': -49.25729622989272}}",aeroporto,,,,,,,
35,ChIJGWGHYOLzXpMRuOJVC_uz8eE,Goiânia/GO,Clinical Center Airport,"R. 9-A, 210 - St. Aeroporto, Goiânia",True,OPERATIONAL,-16.6764264,-49.2710895,"['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -16.67510717010728, 'lng': -49.26985432010728}, 'southwest': {'lat': -16.67780682989272, 'lng': -49.27255397989272}}",aeroporto,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,,
36,ChIJr2amGxnxXpMR8jjFGBJvl1s,Goiânia/GO,Clinic St. Camillus - Unit. Airport,"Av. Dr. Ismerino Soares de Carvalho, 531 - St. Aeroporto, Goiânia",True,OPERATIONAL,-16.6757099,-49.26971409999999,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']","{'northeast': {'lat': -16.67434947010727, 'lng': -49.26836752010728}, 'southwest': {'lat': -16.67704912989272, 'lng': -49.27106717989272}}",aeroporto,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 12:00,
37,ChIJEdrDTPTzXpMRoBlVhGTH9H0,Goiânia/GO,Residencial Eldorado,"R. 14-A, 35 - St. Aeroporto, Goiânia",Indisponível,OPERATIONAL,-16.6696863,-49.2657876,Não disponível,"{'northeast': {'lat': -16.66825942010728, 'lng': -49.26447207010728}, 'southwest': {'lat': -16.67095907989273, 'lng': -49.26717172989272}}",aeroporto,,,,,,,
38,ChIJyxPnXuXzXpMRP79Qxj22ssg,Goiânia/GO,Klaro Chopp Goiania - Shop Sector Airport,"R. 6-A, 947 - St. Aeroporto, Goiânia",True,OPERATIONAL,-16.669119,-49.2726911,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']","{'northeast': {'lat': -16.66775327010728, 'lng': -49.27131387010728}, 'southwest': {'lat': -16.67045292989272, 'lng': -49.27401352989272}}",aeroporto,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 12:00,
39,ChIJn-D3zSXzXpMROmbmI3EkWHg,Goiânia/GO,Hangar José Ludovico de Almeida - Serviço Aéreo do Estado de Goiás - SAEG/SECAMI,"Av. Santos Dumont, 773 - Santa Genoveva, Goiânia",Indisponível,OPERATIONAL,-16.6344064,-49.2254415,Não disponível,"{'northeast': {'lat': -16.63308292010728, 'lng': -49.22411517010728}, 'southwest': {'lat': -16.63578257989272, 'lng': -49.22681482989272}}",aeroporto,,,,,,,
40,ChIJq6qqsF7yXpMRcAXwqLCaGNQ,Goiânia/GO,Goiânia International Airport,"Alameda 4, s/n - Santa Genoveva, Goiânia",Indisponível,OPERATIONAL,-16.6298415,-49.214384,Não disponível,"{'northeast': {'lat': -16.62816377010727, 'lng': -49.21276957010728}, 'southwest': {'lat': -16.63086342989272, 'lng': -49.21546922989273}}",aeroporto,,,,,,,
