,id,city_state,name,address,current_opening_hours,business_status,latitude,longitude,weekday_text,viewport,tipologia,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
618,ChIJofzIqpzxXpMRW46szOrPq50,Goiânia/GO,La Residence Flat Hotel,"R. 2, 170 - St. Oeste, Goiânia",True,OPERATIONAL,-16.6798427,-49.2656638,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -16.67861447010728, 'lng': -49.26432262010727}, 'southwest': {'lat': -16.68131412989272, 'lng': -49.26702227989272}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
619,ChIJCRm7kSPxXpMRBJRJqQvn1BY,Goiânia/GO,Hotel Buena Vista,"R. T-38, 259 - St. Bueno, Goiânia",Indisponível,OPERATIONAL,-16.7088484,-49.2681894,Não disponível,"{'northeast': {'lat': -16.70750127010728, 'lng': -49.26689857010728}, 'southwest': {'lat': -16.71020092989272, 'lng': -49.26959822989273}}",pousada,,,,,,,
620,ChIJEaAN92HxXpMROSDefji_m8E,Goiânia/GO,Goiania Palace Hotel,"Av. Anhanguera, 5195 - St. Central, Goiânia",True,OPERATIONAL,-16.6753512,-49.2592578,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -16.67396502010727, 'lng': -49.25795797010727}, 'southwest': {'lat': -16.67666467989272, 'lng': -49.26065762989271}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
621,ChIJg0YzaIlZzpQRj-oiaal_zMk,Guarulhos/SP,UR Home Guesthouse,"R. Áurea, 261 - Vila Mariana, São Paulo",Indisponível,CLOSED_PERMANENTLY,-23.5866071,-46.6455871,Não disponível,"{'northeast': {'lat': -23.58528312010728, 'lng': -46.64431272010728}, 'southwest': {'lat': -23.58798277989272, 'lng': -46.64701237989272}}",pousada,,,,,,,
622,ChIJ01ZqYdtbzpQRQHHjUg3NAOc,Guarulhos/SP,SP Guest House - Pousada perto do SP Expo @spguesthouse,"R. Santa Antilha, 11 - Cidade Vargas, São Paulo",True,OPERATIONAL,-23.6474246,-46.63338280000001,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -23.64608582010728, 'lng': -46.63198447010728}, 'southwest': {'lat': -23.64878547989272, 'lng': -46.63468412989273}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
623,ChIJg0YzaIlZzpQRj-oiaal_zMk,São Paulo/SP,UR Home Guesthouse,"R. Áurea, 261 - Vila Mariana, São Paulo",Indisponível,CLOSED_PERMANENTLY,-23.5866071,-46.6455871,Não disponível,"{'northeast': {'lat': -23.58528312010728, 'lng': -46.64431272010728}, 'southwest': {'lat': -23.58798277989272, 'lng': -46.64701237989272}}",pousada,,,,,,,
624,ChIJ01ZqYdtbzpQRQHHjUg3NAOc,São Paulo/SP,SP Guest House - Pousada perto do SP Expo @spguesthouse,"R. Santa Antilha, 11 - Cidade Vargas, São Paulo",True,OPERATIONAL,-23.6474246,-46.63338280000001,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -23.64608582010728, 'lng': -46.63198447010728}, 'southwest': {'lat': -23.64878547989272, 'lng': -46.63468412989273}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
625,ChIJf055WVR4GZUR-e84ltybXdY,Porto Alegre/RS,Hotel Casa do Professor,"R. Lopo Gonçalves, 29 - Cidade Baixa, Porto Alegre",Indisponível,OPERATIONAL,-30.0400382,-51.2178519,Não disponível,"{'northeast': {'lat': -30.03872292010728, 'lng': -51.21648542010728}, 'southwest': {'lat': -30.04142257989272, 'lng': -51.21918507989272}}",pousada,,,,,,,
626,ChIJ1bquUFR4GZURsTF-RyDeRxQ,Porto Alegre/RS,Pousada do Porto,"R. Lopo Gonçalves, 69 - Cidade Baixa, Porto Alegre",Indisponível,OPERATIONAL,-30.0401799,-51.2182268,Não disponível,"{'northeast': {'lat': -30.03886372010728, 'lng': -51.21686037010727}, 'southwest': {'lat': -30.04156337989272, 'lng': -51.21956002989271}}",pousada,,,,,,,
627,ChIJKxQwegB5GZURJ2ovatRsJN8,Porto Alegre/RS,Hostel da Lobo,"R. Lobo da Costa, 267 - Azenha, Porto Alegre",Indisponível,OPERATIONAL,-30.0434642,-51.2158525,Não disponível,"{'northeast': {'lat': -30.04202252010728, 'lng': -51.21456897010728}, 'southwest': {'lat': -30.04472217989272, 'lng': -51.21726862989272}}",pousada,,,,,,,
628,ChIJi1ly1B55GZUROsv4o2ks3iQ,Porto Alegre/RS,Arco Íris Guest House,"R. Gen. Lima e Silva, 1497 - Azenha, Porto Alegre",Indisponível,OPERATIONAL,-30.0450957,-51.21567530000001,Não disponível,"{'northeast': {'lat': -30.04374382010728, 'lng': -51.21427487010727}, 'southwest': {'lat': -30.04644347989272, 'lng': -51.21697452989272}}",pousada,,,,,,,
629,ChIJZabxzep5GZURVX1n1SjZYMA,Porto Alegre/RS,Espaço para rapaz,"R. da República, 64 - Apt 01 - Cidade Baixa, Porto Alegre",Indisponível,OPERATIONAL,-30.0368988,-51.22068100000001,Não disponível,"{'northeast': {'lat': -30.03546497010728, 'lng': -51.21941362010728}, 'southwest': {'lat': -30.03816462989272, 'lng': -51.22211327989272}}",pousada,,,,,,,
630,ChIJKeDz_j95GZURObBxZEOf7Zg,Porto Alegre/RS,Brick Coliving,"R. Cabral, 217 - Rio Branco, Porto Alegre",Indisponível,OPERATIONAL,-30.0335191,-51.206123,Não disponível,"{'northeast': {'lat': -30.03216057010728, 'lng': -51.20477092010728}, 'southwest': {'lat': -30.03486022989272, 'lng': -51.20747057989272}}",pousada,,,,,,,
631,ChIJ_-XeO615GZURT9xVpEgKpnY,Porto Alegre/RS,Manhattan Apart-Hotel,"Av. Osvaldo Aranha, 390 - Bom Fim, Porto Alegre",Indisponível,OPERATIONAL,-30.0323933,-51.2183922,Não disponível,"{'northeast': {'lat': -30.03118657010728, 'lng': -51.21708677010728}, 'southwest': {'lat': -30.03388622989272, 'lng': -51.21978642989272}}",pousada,,,,,,,
632,ChIJEWqN9_94GZURvwRHvjenUEk,Porto Alegre/RS,Porto Alegre Eco Hostel,"R. Luiz Afonso, 276 - Cidade Baixa, Porto Alegre",True,OPERATIONAL,-30.0394518,-51.2215339,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -30.03806387010728, 'lng': -51.22021717010728}, 'southwest': {'lat': -30.04076352989272, 'lng': -51.22291682989272}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
633,ChIJFdoJcRJ5GZURcZTWmkMSJI4,Porto Alegre/RS,Hostel Nick Guest House,"R. Sofia Veloso, 80 - Cidade Baixa, Porto Alegre",Indisponível,OPERATIONAL,-30.0366081,-51.2223163,Não disponível,"{'northeast': {'lat': -30.03533727010728, 'lng': -51.22085607010727}, 'southwest': {'lat': -30.03803692989272, 'lng': -51.22355572989272}}",pousada,,,,,,,
634,ChIJiy8Cbut5GZURjl2d-nMeCcg,Porto Alegre/RS,NB Living,"R. Dona Eugênia, 415 - Santa Cecília, Porto Alegre",True,OPERATIONAL,-30.0410199,-51.2011729,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -30.03962462010728, 'lng': -51.19981227010728}, 'southwest': {'lat': -30.04232427989272, 'lng': -51.20251192989272}}",pousada,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,,
635,ChIJG9IR3AZ5GZURGK_JIa1g56I,Porto Alegre/RS,Domus Residence Apart Hotel,"Av. Des. André da Rocha, 158 - Centro Histórico, Porto Alegre",True,OPERATIONAL,-30.0337119,-51.2243971,"['Monday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 1:00\u2009–\u20095:30\u202fPM', 'Sunday: Closed']","{'northeast': {'lat': -30.03234402010728, 'lng': -51.22306677010727}, 'southwest': {'lat': -30.03504367989272, 'lng': -51.22576642989272}}",pousada,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,13:00 - 17:30,
636,ChIJiznl7QN5GZURPcSSGy8qQlU,Porto Alegre/RS,Hostel Bahia,"Av. Cristóvão Colombo, 267 - Floresta, Porto Alegre",Indisponível,OPERATIONAL,-30.0272178,-51.21476450000001,Não disponível,"{'northeast': {'lat': -30.02580057010728, 'lng': -51.21348757010729}, 'southwest': {'lat': -30.02850022989272, 'lng': -51.21618722989273}}",pousada,,,,,,,
637,ChIJCcLupKh5GZURQfjMcdMxgec,Porto Alegre/RS,HOSTEL DO LUCCA,"Av. Alberto Bins, 954 - ap 3 - Centro Histórico, Porto Alegre",True,OPERATIONAL,-30.0276735,-51.21695219999999,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -30.02636722010728, 'lng': -51.21559977010727}, 'southwest': {'lat': -30.02906687989272, 'lng': -51.21829942989271}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
638,ChIJc9tL5wZ5GZURLAjIwKIHLpk,Porto Alegre/RS,Eko Residence Hotel,"Av. Des. André da Rocha, 131 - Centro Histórico, Porto Alegre",True,OPERATIONAL,-30.0333494,-51.224345,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -30.03203992010727, 'lng': -51.22294962010728}, 'southwest': {'lat': -30.03473957989272, 'lng': -51.22564927989272}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
639,ChIJya4SG9x5GZUR_-6hAgm10_4,Porto Alegre/RS,Pousada Central,"Av. Cristóvão Colombo, 260 - apartamento 26 - Floresta, Porto Alegre",Indisponível,OPERATIONAL,-30.0270357,-51.2149949,Não disponível,"{'northeast': {'lat': -30.02571672010728, 'lng': -51.21361172010728}, 'southwest': {'lat': -30.02841637989272, 'lng': -51.21631137989272}}",pousada,,,,,,,
640,ChIJh2Ls2K95GZURCCYzuzMXRXw,Porto Alegre/RS,Piano B&B + Coworking,"R. Pinheiro Machado, 40 - Independência, Porto Alegre",True,OPERATIONAL,-30.02673099999999,-51.2109685,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']","{'northeast': {'lat': -30.02538937010728, 'lng': -51.20966772010728}, 'southwest': {'lat': -30.02808902989272, 'lng': -51.21236737989273}}",pousada,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00
641,ChIJH1I34K95GZURcc_UUBWlicQ,Porto Alegre/RS,Casa Moinhos de Vento Vintage,"R. Tiradentes, 19 - Independência, Porto Alegre",True,OPERATIONAL,-30.0262371,-51.21089809999999,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -30.02484787010728, 'lng': -51.20957697010727}, 'southwest': {'lat': -30.02754752989272, 'lng': -51.21227662989271}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
642,ChIJH1I34K95GZUR6ryu6xjuA6U,Porto Alegre/RS,Quartos em Otima localidade,"R. Tiradentes, 19 - Independência, Porto Alegre",Indisponível,OPERATIONAL,-30.0262371,-51.21089809999999,Não disponível,"{'northeast': {'lat': -30.02484787010728, 'lng': -51.20957697010727}, 'southwest': {'lat': -30.02754752989272, 'lng': -51.21227662989271}}",pousada,,,,,,,
643,ChIJqbR54F95GZURIk4U0xV0-Wg,Porto Alegre/RS,Bah Coliving Duque,"R. Duque de Caxias, 1597 - Centro Histórico, Porto Alegre",True,OPERATIONAL,-30.033047,-51.2255078,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -30.03165722010728, 'lng': -51.22420082010728}, 'southwest': {'lat': -30.03435687989272, 'lng': -51.22690047989272}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
644,ChIJZ3WxO195GZURa4CNzieIp0k,Porto Alegre/RS,Housi - Town.Co,"R. Sr. dos Passos, 154 - Centro Histórico, Porto Alegre",Indisponível,OPERATIONAL,-30.0284145,-51.223253,Não disponível,"{'northeast': {'lat': -30.02712497010728, 'lng': -51.22210037010728}, 'southwest': {'lat': -30.02982462989272, 'lng': -51.22480002989272}}",pousada,,,,,,,
645,ChIJPXzCTV83jgcRS564VTv_hdw,Teresina/PI,Pensão Da Valdecy,"R. Des. Pires de Castro, 685 - Centro (Sul), Teresina",True,OPERATIONAL,-5.0933303,-42.8030717,"['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","{'northeast': {'lat': -5.091994120107278, 'lng': -42.80175182010728}, 'southwest': {'lat': -5.094693779892721, 'lng': -42.80445147989272}}",pousada,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,,
646,ChIJR1mvhGs3jgcRzs_J-DpmpZY,Teresina/PI,Pensão Sabá,"Próximo ao CorenPi - R. Tersandro Paz, 2054 - Centro (Sul), Teresina",Indisponível,OPERATIONAL,-5.093517100000001,-42.80431799999999,Não disponível,"{'northeast': {'lat': -5.092107470107278, 'lng': -42.80299662010729}, 'southwest': {'lat': -5.094807129892722, 'lng': -42.80569627989273}}",pousada,,,,,,,
647,ChIJnQ3setw5jgcRoeMZ4zEcF74,Teresina/PI,Hotel Nossa Senhora Aparecida,"R. Magalhães Filho, 660 - Centro (Sul), Teresina",Indisponível,OPERATIONAL,-5.093759299999999,-42.804584,Não disponível,"{'northeast': {'lat': -5.092436270107279, 'lng': -42.80328847010728}, 'southwest': {'lat': -5.095135929892723, 'lng': -42.80598812989273}}",pousada,,,,,,,
648,ChIJ6Zjacl83jgcRNgG0Koiuui4,Teresina/PI,Pensão Irmã Valda,"R. Olavo Bilac, 1967 - Centro (Sul), Teresina",Indisponível,OPERATIONAL,-5.0917937,-42.8060676,Não disponível,"{'northeast': {'lat': -5.090530970107279, 'lng': -42.80467667010728}, 'southwest': {'lat': -5.093230629892723, 'lng': -42.80737632989272}}",pousada,,,,,,,
649,ChIJ5UnENFw3jgcRsHeDt58Q9z0,Teresina/PI,Pensão Irmã Mariquinha,"R. Des. Pires de Castro, 781 - Marquês de Paranaguá, Teresina",True,OPERATIONAL,-5.0939404,-42.8026194,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -5.092636820107279, 'lng': -42.80136992010728}, 'southwest': {'lat': -5.095336479892723, 'lng': -42.80406957989272}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
650,ChIJbQEGWmc3jgcRKQ65Uc5muDg,Teresina/PI,Pensão Santa Fé,"R. Anísio de Abreu, Número 486 - Centro (Sul), Teresina",Indisponível,OPERATIONAL,-5.092706,-42.8060882,Não disponível,"{'northeast': {'lat': -5.091336120107278, 'lng': -42.80469407010727}, 'southwest': {'lat': -5.094035779892722, 'lng': -42.80739372989272}}",pousada,,,,,,,
651,ChIJLUVILvk3jgcRpeT3s6GIdqA,Teresina/PI,HOSPEDARIA MEIRE : QUALIDADE EM ATENDER BEM.,"R. Coelho de Resende, 768 - Centro (Sul), Teresina",Indisponível,OPERATIONAL,-5.0944166,-42.8036736,Não disponível,"{'northeast': {'lat': -5.093041120107278, 'lng': -42.80227172010727}, 'southwest': {'lat': -5.095740779892722, 'lng': -42.80497137989272}}",pousada,,,,,,,
652,ChIJm8-sA103jgcRMnGI_HavFmo,Teresina/PI,HUB Hotel,"R. Coelho de Resende, 879 - Centro (Sul), Teresina",True,OPERATIONAL,-5.0950257,-42.8030194,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -5.093719820107278, 'lng': -42.80175862010727}, 'southwest': {'lat': -5.096419479892722, 'lng': -42.80445827989271}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
653,ChIJy95_rWA3jgcRAVCYImawS0M,Teresina/PI,Pensão São Jorge,"64001-330, R. Anísio de Abreu, 795 - Centro (Sul), Teresina",Indisponível,OPERATIONAL,-5.0950448,-42.8046979,Não disponível,"{'northeast': {'lat': -5.093720520107277, 'lng': -42.80340192010727}, 'southwest': {'lat': -5.096420179892721, 'lng': -42.80610157989272}}",pousada,,,,,,,
654,ChIJH5iy_OE5jgcR1mhrGXsR5WE,Teresina/PI,Hotel Bem Vindo,"Av. Honório de Paiva, 368 - Piçarra, Teresina",True,OPERATIONAL,-5.089227699999999,-42.80113619999999,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -5.087865720107279, 'lng': -42.79976682010728}, 'southwest': {'lat': -5.090565379892722, 'lng': -42.80246647989272}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
655,ChIJbSug1t45jgcRBEGRSfg6Uh8,Teresina/PI,Hospedaria Sao Raimundo,"R. Dr. Area Leão, 306 - Centro (Sul), Teresina",Indisponível,OPERATIONAL,-5.0915345,-42.8077377,Não disponível,"{'northeast': {'lat': -5.090175720107277, 'lng': -42.80636892010727}, 'southwest': {'lat': -5.092875379892721, 'lng': -42.80906857989272}}",pousada,,,,,,,
656,ChIJO1_XIWE3jgcRFbsUggU8ZXM,Teresina/PI,Pensão da Ester,"R. São Pedro, 1783 - Centro (Sul), Teresina",Indisponível,OPERATIONAL,-5.0917765,-42.807886,Não disponível,"{'northeast': {'lat': -5.090448370107278, 'lng': -42.80652632010727}, 'southwest': {'lat': -5.093148029892722, 'lng': -42.80922597989272}}",pousada,,,,,,,
657,ChIJzVVR_WA3jgcRF3PGY5egal4,Teresina/PI,Pousada Executiva,"R. Dr. Area Leão, 290 - Centro (Sul), Teresina",True,OPERATIONAL,-5.0913815,-42.8078574,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","{'northeast': {'lat': -5.090011420107278, 'lng': -42.80646492010727}, 'southwest': {'lat': -5.092711079892722, 'lng': -42.80916457989272}}",pousada,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
658,ChIJH7NJhWc3jgcR7Dt0N-E-5Vc,Teresina/PI,Pousada Colonial,"Av. José dos Santos e Silva, 1885 - Centro (Sul), Teresina",Indisponível,CLOSED_TEMPORARILY,-5.0953411,-42.8065937,Não disponível,"{'northeast': {'lat': -5.093996670107278, 'lng': -42.80524442010727}, 'southwest': {'lat': -5.096696329892722, 'lng': -42.80794407989272}}",pousada,,,,,,,
659,ChIJQZ7V0WY3jgcRXwjcn1jZ0-U,Teresina/PI,Pousada Paizinha,"R. Olavo Bilac, 1677 - Centro (Sul), Teresina",True,OPERATIONAL,-5.0929896,-42.8083417,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']","{'northeast': {'lat': -5.091700820107278, 'lng': -42.80696232010727}, 'southwest': {'lat': -5.094400479892722, 'lng': -42.80966197989272}}",pousada,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00
660,ChIJoTy3L985jgcRk7VUaRAQ2jQ,Teresina/PI,pensão viana,"R. Dr. Area Leão, 959 - Centro (Sul), Teresina",True,OPERATIONAL,-5.0969503,-42.804974,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20095:00\u202fPM']","{'northeast': {'lat': -5.095611620107278, 'lng': -42.80364857010728}, 'southwest': {'lat': -5.098311279892722, 'lng': -42.80634822989272}}",pousada,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00
661,ChIJnwPPBtc3jgcRhP7d_1JysAQ,Teresina/PI,Pousada Bethel Teresina,"Av. Leônidas Melo, 265 - Piçarra, Teresina",Indisponível,OPERATIONAL,-5.094047,-42.7990085,Não disponível,"{'northeast': {'lat': -5.092739820107279, 'lng': -42.79765957010728}, 'southwest': {'lat': -5.095439479892723, 'lng': -42.80035922989272}}",pousada,,,,,,,
662,ChIJa6jt0-c3jgcRjRtmCjyUao0,Teresina/PI,Pousada da Fátima,"R. Félix Pacheco, 1680 - Centro (Sul), Teresina",Indisponível,OPERATIONAL,-5.0916796,-42.809069,Não disponível,"{'northeast': {'lat': -5.090223120107278, 'lng': -42.80777397010727}, 'southwest': {'lat': -5.092922779892723, 'lng': -42.81047362989271}}",pousada,,,,,,,
663,ChIJZ9s-jVk3jgcRRIYOx4HquHg,Teresina/PI,Pensão Nova Real,"R. Rio Grande do Sul, 971 - Piçarra, Teresina",Indisponível,OPERATIONAL,-5.092454,-42.7978379,Não disponível,"{'northeast': {'lat': -5.091096220107278, 'lng': -42.79647347010728}, 'southwest': {'lat': -5.093795879892721, 'lng': -42.79917312989272}}",pousada,,,,,,,
664,ChIJ1bGwrFw3jgcRUEY8YBwrTKM,Teresina/PI,Hospedagem São José,"Av. José dos Santos e Silva, 2617 - Centro (Sul), Teresina",Indisponível,OPERATIONAL,-5.0971861,-42.8007331,Não disponível,"{'northeast': {'lat': -5.095900370107278, 'lng': -42.79944067010728}, 'southwest': {'lat': -5.098600029892721, 'lng': -42.80214032989272}}",pousada,,,,,,,
665,ChIJzcDDiRBXsgcRZILm2YKN2GY,Parnamirim/RN,Pousada Jardim do Éden,"R. Sadi Mendes, 1096 - Santos Reis, Parnamirim",True,OPERATIONAL,-5.9138414,-35.2712884,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']","{'northeast': {'lat': -5.912464620107278, 'lng': -35.26999732010727}, 'southwest': {'lat': -5.915164279892722, 'lng': -35.27269697989271}}",pousada,07:00 - 00:00,07:00 - 00:00,07:00 - 00:00,07:00 - 00:00,07:00 - 00:00,07:00 - 00:00,07:00 - 00:00
666,ChIJycPc5gBXsgcRnQDvzcqIg0Q,Parnamirim/RN,Pousada Joacy,"Av. Piloto Pereira Tim, 2233 - Centro, Parnamirim",Indisponível,OPERATIONAL,-5.9106507,-35.2611279,Não disponível,"{'northeast': {'lat': -5.909285370107279, 'lng': -35.25984382010728}, 'southwest': {'lat': -5.911985029892723, 'lng': -35.26254347989272}}",pousada,,,,,,,
